,team1Player1,team1Player2,team1Player3,team1Player4,team1Player5,team1Player6,team1Player7,team1Player8,team1Player9,team1Player10,team1Player11,team1Player12,team1Player13,team1Player14,team1Player15,team1Player16,team1Player17,team1Player18,team1Golie1,team2Player1,team2Player2,team2Player3,team2Player4,team2Player5,team2Player6,team2Player7,team2Player8,team2Player9,team2Player10,team2Player11,team2Player12,team2Player13,team2Player14,team2Player15,team2Player16,team2Player17,team2Player18,team2Golie1,score
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,D. Backes,P. Berglund,B. Boyes,B.J. Crombeen,M. D'Agostini,C. Janssen,J. McClement,A. McDonald,T.J. Oshie,V. Sobotka,A. Steen,E. Brewer,I. Cole,E. Johnson,N. Nikitin,N. Oystrick,A. Pietrangelo,T. Strachan,J. Halak,P. Bergeron,G. Campbell,J. Caron,N. Horton,D. Krejci,M. Lucic,B. Marchand,M. Recchi,M. Ryder,T. Seguin,S. Thornton,B. Wheeler,Z. Chara,A. Ference,M. Hunwick,A. McQuaid,D. Seidenberg,M. Stuart,T. Rask,0.0
680,D. Alfredsson,M. Fisher,N. Foligno,C. Kelly,A. Kovalev,C. Neil,P. Regin,J. Ruutu,R. Shannon,Z. Smith,J. Spezza,J. Winchester,C. Campoli,M. Carkner,S. Gonchar,D. Hale,E. Karlsson,C. Phillips,B. Elliott,D. Boyd,M. Cammalleri,M. Darche,B. Gionta,S. Gomez,J. Halpern,A. Kostitsyn,M. Lapierre,T. Moen,T. Plekanec,B. Pouliot,T. Pyatt,H. Gill,J. Gorges,R. Hamrlik,A. Markov,J. Spacek,P.K. Subban,C. Price,0.0
681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,J. Abdelkader,T. Bertuzzi,D. Cleary,P. Datsyuk,V. Filppula,J. Franzen,D. Helm,T. Holmstrom,J. Hudler,D. Miller,M. Modano,H. Zetterberg,J. Ericsson,J. Kindl,N. Kronwall,N. Lidstrom,R. Salei,B. Stuart,J. Howard,A. Burrows,T. Glass,J. Hansen,R. Kesler,M. Malhotra,M. Raymond,R. Rypien,M. Samuelsson,P. Schaefer,D. Sedin,H. Sedin,R. Torres,A. Alberts,K. Ballard,K. Bieksa,A. Edler,C. Ehrhoff,A. Rome,R. Luongo,1.0
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,J.P. Dumont,M. Goc,P. Hornqvist,S. Kostitsyn,D. Legwand,C. O'Reilly,J. Smithson,N. Spaling,S. Sullivan,J. Tootoo,J. Ward,C. Wilson,F. Bouillon,C. Franson,K. Klein,S. O'Brien,A. Sulzer,S. Weber,P. Rinne,D. Brown,K. Clifford,M. Handzus,A. Kopitar,S. Parse,A. Ponikarovsky,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,K. Westgarth,J. Williams,D. Doughty,D. Drewiske,M. Greene,J. Johnson,W. Mitchell,R. Scuderi,J. Bernier,1.0
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,B. Betts,D. Briere,D. Carcillo,J. Carter,C. Giroux,S. Hartnell,V. Leino,A. Nodl,D. Powe,M. Richards,J. Shelley,N. Zherdev,M. Carle,B. Coburn,A. Meszaros,S. O'Donnell,C. Pronger,K. Timonen,S. Bobrovsky,N. Backstrom,M. Bradley,J. Chimera,E. Fehr,T. Fleischmann,B. Gordon,M. Hendricks,M. Knuble,B. Laich,A. Ovechkin,A. Semin,T. Sloan,D. Steckel,K. Alzner,J. Carlson,J. Erskine,M. Green,J. Schultz,B. Holtby,1.0
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,G. Brule,A. Cogliano,J. Eberle,C. Fraser,S. Gagner,T. Hall,A. Hemsky,R. Jones,S. MacIntyre,M. Paajarvi,D. Penner,Z. Stortini,K. Foster,T. Gilbert,T. Peckham,L. Smid,J. Strudwick,R. Whitney,D. Dubnyk,E. Cole,P. Dwyer,J. Jokinen,T. Kostopoulos,C. LaRose,J. Matsumoto,T. Ruutu,S. Samsonov,J. Skinner,E. Staal,B. Sutter,J. Tlusty,A. Babchuk,J. Corvo,T. Gleason,J. Harrison,J. McBain,J. Pitkanen,C. Ward,1.0
697,N. Backstrom,M. Bradley,J. Chimera,E. Fehr,T. Fleischmann,B. Gordon,M. Hendricks,D.J. King,M. Knuble,B. Laich,A. Ovechkin,A. Semin,T. Sloan,K. Alzner,J. Carlson,J. Erskine,M. Green,J. Schultz,M. Neuvirth,A. Anisimov,S. Avery,D. Boogaard,B. Boyle,R. Callahan,E. Christensen,B. Dubinsky,R. Fedotenko,A. Frolov,B. Prust,D. Stepan,T. White,M. Del Zotto,S. Eminger,D. Girardi,M. Rozsival,M. Sauer,M. Staal,H. Lundqvist,0.0
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,A. Burrows,T. Glass,J. Hansen,R. Kesler,M. Malhotra,M. Raymond,R. Rypien,M. Samuelsson,P. Schaefer,D. Sedin,H. Sedin,R. Torres,A. Alberts,K. Bieksa,A. Edler,C. Ehrhoff,D. Hamhuis,A. Rome,R. Luongo,M. Cammalleri,M. Darche,L. Eller,B. Gionta,S. Gomez,J. Halpern,A. Kostitsyn,M. Lapierre,T. Moen,T. Plekanec,B. Pouliot,T. Pyatt,H. Gill,J. Gorges,R. Hamrlik,A. Markov,J. Spacek,P.K. Subban,C. Price,1.0
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,M. Cammalleri,M. Darche,L. Eller,B. Gionta,S. Gomez,J. Halpern,A. Kostitsyn,M. Lapierre,T. Moen,T. Plekanec,B. Pouliot,T. Pyatt,H. Gill,J. Gorges,R. Hamrlik,A. Markov,J. Spacek,P.K. Subban,C. Price,P. Bergeron,G. Campbell,J. Caron,N. Horton,M. Lucic,B. Marchand,D. Paille,M. Recchi,M. Ryder,T. Seguin,S. Thornton,B. Wheeler,Z. Chara,A. Ference,M. Hunwick,A. McQuaid,D. Seidenberg,M. Stuart,T. Rask,0.0
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,B. Betts,D. Briere,D. Carcillo,J. Carter,C. Giroux,S. Hartnell,V. Leino,A. Nodl,D. Powe,M. Richards,J. Shelley,N. Zherdev,M. Carle,B. Coburn,A. Meszaros,S. O'Donnell,C. Pronger,K. Timonen,S. Bobrovsky,E. Cole,P. Dwyer,J. Jokinen,T. Kostopoulos,C. LaRose,J. Matsumoto,T. Ruutu,S. Samsonov,J. Skinner,E. Staal,B. Sutter,J. Tlusty,A. Babchuk,J. Corvo,T. Gleason,J. Harrison,J. McBain,J. Pitkanen,C. Ward,0.0
713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,S. Bergenheim,A. Hall,J. Harju,R. Malone,D. Moore,M. Pouliot,T. Purcell,M. Ritola,M. St. Louis,S. Stamkos,N. Thompson,B. Clark,V. Hedman,R. Jones,P. Kubina,M. Lundin,M. Ohlund,M. Smaby,M. Smith,C. Adams,A. Asham,C. Conner,M. Cooke,S. Crosby,P. Dupuis,T. Kennedy,C. Kunitz,M. Letestu,E. Malkin,M. Rupp,M. Talbot,D. Engelland,A. Goligoski,K. Letang,P. Martin,Z. Michalek,B. Orpik,M. Fleury,1.0
721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,N. Backstrom,M. Bradley,J. Chimera,E. Fehr,T. Fleischmann,M. Hendricks,M. Johansson,M. Knuble,B. Laich,A. Ovechkin,A. Semin,T. Sloan,D. Steckel,K. Alzner,J. Carlson,J. Erskine,M. Green,J. Schultz,B. Holtby,T. Connolly,M. Ellis,T. Ennis,P. Gaustad,M. Grier,J. Hecht,P. Kaleta,C. McCormick,R. Niedermayer,J. Pominville,D. Roy,T. Vanek,C. Butler,J. Leopold,S. Montador,S. Morrisonn,T. Myers,A. Sekera,R. Miller,1.0
730,E. Cole,P. Dwyer,J. Jokinen,T. Kostopoulos,C. LaRose,J. Matsumoto,T. Ruutu,S. Samsonov,J. Skinner,E. Staal,B. Sutter,J. Tlusty,A. Babchuk,J. Corvo,T. Gleason,J. Harrison,J. McBain,J. Pitkanen,C. Ward,M. Cammalleri,M. Darche,L. Eller,B. Gionta,S. Gomez,J. Halpern,A. Kostitsyn,M. Lapierre,T. Moen,T. Plekanec,B. Pouliot,T. Pyatt,H. Gill,J. Gorges,R. Hamrlik,A. Markov,J. Spacek,P.K. Subban,C. Price,1.0
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,D. Alfredsson,M. Fisher,N. Foligno,C. Kelly,A. Kovalev,M. Michalek,C. Neil,P. Regin,J. Ruutu,R. Shannon,J. Spezza,J. Winchester,C. Campoli,M. Carkner,S. Gonchar,E. Karlsson,F. Kuba,C. Phillips,B. Elliott,B. Betts,D. Briere,D. Carcillo,J. Carter,C. Giroux,S. Hartnell,V. Leino,D. Powe,M. Richards,J. Shelley,N. Zherdev,J. van Riemsdyk,M. Carle,B. Coburn,A. Meszaros,S. O'Donnell,C. Pronger,K. Timonen,S. Bobrovsky,1.0
740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,M. Bliznak,A. Burrows,T. Glass,J. Hansen,R. Kesler,M. Malhotra,M. Raymond,R. Rypien,M. Samuelsson,D. Sedin,H. Sedin,R. Torres,A. Alberts,K. Bieksa,A. Edler,C. Ehrhoff,D. Hamhuis,A. Rome,C. Schneider,T. Connolly,M. Ellis,T. Ennis,P. Gaustad,M. Grier,J. Hecht,P. Kaleta,C. McCormick,R. Niedermayer,J. Pominville,D. Roy,T. Vanek,C. Butler,J. Leopold,S. Montador,S. Morrisonn,T. Myers,A. Sekera,R. Miller,1.0
742,A. Anisimov,S. Avery,B. Boyle,R. Callahan,E. Christensen,B. Dubinsky,R. Fedotenko,A. Frolov,M. Gaborik,B. Prust,D. Stepan,T. White,M. Del Zotto,S. Eminger,M. Gilroy,D. Girardi,M. Sauer,M. Staal,H. Lundqvist,C. Adams,A. Asham,M. Comrie,C. Conner,M. Cooke,S. Crosby,P. Dupuis,C. Kunitz,M. Letestu,E. Malkin,M. Rupp,M. Talbot,D. Engelland,A. Goligoski,K. Letang,P. Martin,Z. Michalek,B. Orpik,M. Fleury,0.0
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,B. Betts,D. Briere,J. Carter,C. Giroux,S. Hartnell,V. Leino,A. Nodl,D. Powe,M. Richards,J. Shelley,N. Zherdev,J. van Riemsdyk,M. Carle,B. Coburn,A. Meszaros,S. O'Donnell,C. Pronger,K. Timonen,S. Bobrovsky,M. Cammalleri,M. Darche,L. Eller,B. Gionta,S. Gomez,J. Halpern,A. Kostitsyn,M. Lapierre,T. Moen,T. Plekanec,B. Pouliot,T. Pyatt,H. Gill,J. Gorges,R. Hamrlik,A. Picard,J. Spacek,P.K. Subban,C. Price,1.0
745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,D. Alfredsson,M. Fisher,N. Foligno,C. Kelly,A. Kovalev,M. Michalek,C. Neil,P. Regin,J. Ruutu,R. Shannon,J. Spezza,J. Winchester,C. Campoli,M. Carkner,S. Gonchar,E. Karlsson,F. Kuba,C. Phillips,B. Elliott,E. Cole,P. Dwyer,J. Jokinen,C. LaRose,J. Matsumoto,P. O'Sullivan,T. Ruutu,S. Samsonov,J. Skinner,E. Staal,B. Sutter,J. Tlusty,B. Carson,J. Corvo,T. Gleason,J. Harrison,J. McBain,J. Pitkanen,C. Ward,1.0
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,T. Connolly,M. Ellis,T. Ennis,P. Gaustad,N. Gerbe,M. Grier,J. Hecht,C. McCormick,R. Niedermayer,J. Pominville,D. Roy,T. Vanek,C. Butler,J. Leopold,S. Montador,S. Morrisonn,T. Myers,A. Sekera,R. Miller,N. Backstrom,M. Bradley,J. Chimera,E. Fehr,B. Gordon,M. Hendricks,M. Johansson,M. Knuble,B. Laich,A. Ovechkin,A. Semin,T. Sloan,D. Steckel,K. Alzner,J. Carlson,J. Erskine,M. Green,J. Schultz,M. Neuvirth,1.0
750,D. Backes,P. Berglund,B. Boyes,B.J. Crombeen,M. D'Agostini,T.J. Hensick,C. Janssen,J. McClement,A. McDonald,V. Sobotka,A. Steen,B. Winchester,E. Brewer,C. Colaiacovo,E. Johnson,N. Nikitin,A. Pietrangelo,T. Strachan,J. Halak,J. Abdelkader,T. Bertuzzi,D. Cleary,P. Datsyuk,V. Filppula,J. Franzen,D. Helm,T. Holmstrom,J. Hudler,D. Miller,M. Modano,H. Zetterberg,J. Ericsson,N. Kronwall,N. Lidstrom,B. Rafalski,R. Salei,B. Stuart,J. Howard,1.0
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,M. Bliznak,A. Burrows,T. Glass,J. Hansen,R. Kesler,M. Malhotra,M. Raymond,R. Rypien,M. Samuelsson,D. Sedin,H. Sedin,R. Torres,A. Alberts,K. Ballard,K. Bieksa,A. Edler,C. Ehrhoff,D. Hamhuis,R. Luongo,C. Adams,A. Asham,C. Conner,M. Cooke,S. Crosby,P. Dupuis,T. Kennedy,C. Kunitz,M. Letestu,E. Malkin,M. Rupp,M. Talbot,D. Engelland,A. Goligoski,K. Letang,P. Martin,Z. Michalek,B. Orpik,M. Fleury,1.0
755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,S. Bergenheim,S. Downie,A. Hall,J. Harju,R. Malone,D. Moore,T. Purcell,M. St. Louis,S. Stamkos,N. Thompson,D. Tyrell,J. Wright,B. Clark,V. Hedman,P. Kubina,M. Lundin,M. Ohlund,M. Roy,M. Smith,B. Betts,D. Briere,J. Carter,C. Giroux,S. Hartnell,V. Leino,A. Nodl,D. Powe,M. Richards,J. Shelley,N. Zherdev,J. van Riemsdyk,M. Carle,B. Coburn,A. Meszaros,S. O'Donnell,C. Pronger,K. Timonen,S. Bobrovsky,0.0
763,J.P. Dumont,M. Erat,M. Goc,P. Hornqvist,S. Kostitsyn,D. Legwand,C. O'Reilly,J. Smithson,S. Sullivan,J. Tootoo,J. Ward,C. Wilson,F. Bouillon,C. Franson,K. Klein,S. O'Brien,R. Suter,S. Weber,P. Rinne,M. Cammalleri,M. Darche,L. Eller,B. Gionta,S. Gomez,J. Halpern,A. Kostitsyn,M. Lapierre,T. Moen,T. Plekanec,B. Pouliot,T. Pyatt,H. Gill,J. Gorges,R. Hamrlik,A. Picard,J. Spacek,P.K. Subban,C. Price,0.0
764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,A. Anisimov,S. Avery,B. Boyle,R. Callahan,E. Christensen,B. Dubinsky,R. Fedotenko,A. Frolov,M. Gaborik,B. Prust,D. Stepan,T. White,M. Del Zotto,S. Eminger,M. Gilroy,D. Girardi,M. Sauer,M. Staal,H. Lundqvist,M. Duchene,P. Dupuis,M. Hejduk,D. Jones,G. Mauldin,C. McLeod,R. O'Reilly,K. Porter,P. Stastny,C. Stewart,D. Winnik,B. Yip,A. Foote,S. Hannan,J. Liles,R. O'Byrne,K. Shattenkirk,R. Wilson,C. Anderson,1.0
768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,D. Brown,K. Clifford,M. Handzus,D. King,A. Kopitar,T. Lewis,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,K. Westgarth,J. Williams,D. Doughty,D. Drewiske,M. Greene,P. Harrold,J. Johnson,R. Scuderi,J. Bernier,T. Connolly,T. Ennis,P. Gaustad,N. Gerbe,M. Grier,J. Hecht,P. Kaleta,C. McCormick,R. Niedermayer,J. Pominville,D. Roy,T. Vanek,J. Leopold,S. Montador,S. Morrisonn,T. Myers,C. Rivet,A. Sekera,R. Miller,1.0
770,N. Backstrom,M. Bradley,J. Chimera,E. Fehr,T. Fleischmann,M. Hendricks,M. Johansson,M. Knuble,B. Laich,A. Ovechkin,A. Semin,T. Sloan,D. Steckel,K. Alzner,J. Carlson,J. Erskine,M. Green,J. Schultz,B. Holtby,M. Neuvirth,N. Antropov,N. Bergfors,E. Boulton,A. Burmistrov,B. Eager,E. Kane,A. Ladd,B. Little,R. Peverley,J. Slater,A. Stewart,C. Thorburn,Z. Bogosian,D. Byfuglien,T. Enstrom,R. Hainsey,J. Oduya,B. Sopel,1.0
771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,J.P. Dumont,M. Erat,M. Goc,P. Hornqvist,S. Kostitsyn,C. O'Reilly,J. Smithson,N. Spaling,S. Sullivan,J. Tootoo,J. Ward,C. Wilson,F. Bouillon,C. Franson,K. Klein,S. O'Brien,A. Sulzer,S. Weber,P. Rinne,E. Cole,P. Dwyer,J. Jokinen,C. LaRose,J. Matsumoto,P. O'Sullivan,T. Ruutu,S. Samsonov,J. Skinner,E. Staal,B. Sutter,J. Tlusty,J. Corvo,T. Gleason,J. Harrison,J. McBain,J. Pitkanen,I. White,C. Ward,0.0
775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,P. Bergeron,G. Campbell,J. Caron,N. Horton,D. Krejci,M. Lucic,B. Marchand,M. Recchi,M. Ryder,T. Seguin,S. Thornton,B. Wheeler,J. Boychuk,Z. Chara,A. Ference,M. Hunwick,D. Seidenberg,M. Stuart,T. Rask,S. Bergenheim,S. Downie,A. Hall,B. Jones,R. Malone,D. Moore,T. Purcell,M. St. Louis,S. Stamkos,N. Thompson,D. Tyrell,B. Clark,V. Hedman,R. Jones,P. Kubina,M. Lundin,M. Ohlund,M. Roy,M. Smith,1.0
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,D. Brown,K. Clifford,M. Handzus,D. King,A. Kopitar,T. Lewis,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,J. Williams,D. Doughty,D. Drewiske,M. Greene,P. Harrold,J. Johnson,A. Martinez,R. Scuderi,J. Bernier,M. Cammalleri,M. Darche,L. Eller,B. Gionta,S. Gomez,J. Halpern,A. Kostitsyn,M. Lapierre,T. Moen,T. Plekanec,B. Pouliot,T. Pyatt,H. Gill,J. Gorges,R. Hamrlik,A. Picard,J. Spacek,P.K. Subban,C. Price,1.0
800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,A. Anisimov,S. Avery,D. Boogaard,B. Boyle,R. Callahan,E. Christensen,B. Dubinsky,R. Fedotenko,A. Frolov,M. Gaborik,B. Prust,D. Stepan,M. Del Zotto,S. Eminger,M. Gilroy,D. Girardi,M. Sauer,M. Staal,H. Lundqvist,S. Bergenheim,S. Downie,A. Hall,B. Jones,R. Malone,D. Moore,T. Purcell,M. Ritola,M. St. Louis,S. Stamkos,N. Thompson,D. Tyrell,B. Clark,V. Hedman,R. Jones,P. Kubina,M. Lundin,M. Ohlund,M. Smith,1.0
808,D. Backes,P. Berglund,B. Boyes,B.J. Crombeen,M. D'Agostini,J. McClement,A. McDonald,C. Porter,V. Sobotka,A. Steen,B. Winchester,E. Brewer,C. Colaiacovo,B. Jackman,E. Johnson,N. Nikitin,A. Pietrangelo,T. Strachan,J. Halak,J.P. Dumont,M. Erat,M. Goc,P. Hornqvist,S. Kostitsyn,C. O'Reilly,J. Smithson,N. Spaling,S. Sullivan,J. Tootoo,J. Ward,C. Wilson,F. Bouillon,C. Franson,K. Klein,S. O'Brien,R. Suter,S. Weber,P. Rinne,0.0
809,M. Duchene,P. Dupuis,M. Hejduk,D. Jones,G. Mauldin,C. McLeod,R. O'Reilly,K. Porter,P. Stastny,C. Stewart,D. Winnik,B. Yip,A. Foote,S. Hannan,J. Liles,R. O'Byrne,K. Shattenkirk,R. Wilson,C. Anderson,A. Burrows,T. Glass,J. Hansen,R. Kesler,M. Malhotra,J. Perrault,M. Raymond,M. Samuelsson,D. Sedin,H. Sedin,J. Tambellini,R. Torres,A. Alberts,K. Ballard,K. Bieksa,A. Edler,C. Ehrhoff,D. Hamhuis,R. Luongo,1.0
810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,S. Bergenheim,S. Downie,A. Hall,B. Jones,R. Malone,D. Moore,T. Purcell,M. Ritola,M. St. Louis,S. Stamkos,N. Thompson,D. Tyrell,B. Clark,V. Hedman,R. Jones,P. Kubina,M. Lundin,M. Ohlund,M. Smith,N. Backstrom,M. Bradley,J. Chimera,E. Fehr,B. Gordon,M. Hendricks,M. Johansson,M. Knuble,B. Laich,A. Ovechkin,A. Semin,D. Steckel,K. Alzner,J. Carlson,J. Erskine,B. Fahey,T. Poti,J. Schultz,S. Varlamov,1.0
